2019
"time_stamp","latitude","longitude","ns_indicator","ew_indicator","utc_time","altitude","pressure","temperature","acceleration_x_uncomp","acceleration_y_uncomp","acceleration_z_uncomp","acceleration_x","acceleration_y","acceleration_z","magnetometer_x","magnetometer_y","magnetometer_z","angular_speed_x","angular_speed_y","angular_speed_z"
9397.129001455696,3256.6061,-10654.83988,"N","W",202541.0,1350.939208984375,86095,42.400001525878906,0,0,0,11.71875,82.03125,925.78125,437,-297,327,2,-1,-3
9399.89700145626,3256.6061,-10654.83988,"N","W",202541.0,1350.939208984375,86095,42.400001525878906,0,0,0,0.0,70.3125,750.0,443,-296,322,1,-1,-4
9401.872001456662,3256.6061,-10654.83988,"N","W",202541.0,1349.80029296875,86107,42.412498474121094,0,0,0,11.71875,46.875,914.0625,442,-294,320,1,-1,-4
9405.476001457397,3256.60595,-10654.83965,"N","W",202548.0,1350.561279296875,86099,42.400001525878906,0,0,0,23.4375,35.15625,949.21875,439,-298,321,2,-1,-4
9406.658001457638,3256.60587,-10654.8396,"N","W",202551.0,1350.939208984375,86095,42.412498474121094,0,0,0,-187.5,93.75,773.4375,434,-296,320,1,-1,-3
9409.043001458123,3256.60587,-10654.8396,"N","W",2553.0,1350.37109375,86101,42.40625,0,0,0,0.0,0.232421875,-570479299526656.0,-23181,-22035,-18449,-15776,16704,-26697
9409.831001458284,3256.60587,-10654.8396,"N","W",2553.0,1351.5098876953125,86089,42.40625,0,0,0,35.15625,93.75,949.21875,439,-296,323,2,-1,-3
9411.033001458529,3256.60587,-10654.8396,"N","W",202556.0,1351.5098876953125,86089,42.40625,0,0,0,140.625,621.09375,9363.28125,426,-290,326,20,2,-5
9411.427001458609,3256.60587,-10654.8396,"N","W",202556.0,1375.097412109375,85841,42.40625,0,0,0,128.90625,1230.46875,17203.125,437,-268,332,10,5,61
9411.82600145869,3256.60587,-10654.8396,"N","W",202556.0,1422.536865234375,85344,42.42499923706055,0,0,0,105.46875,750.0,17519.53125,383,-327,342,4,-8,-151
0.2880000000000002,3256.60587,-10654.8396,"N","W",2601.0,6786.69091796875,42304,42.70624923706055,0,0,0,-5835.9375,4277.34375,-17953.125,568,-836,457,-126,-349,-2136
1.886999999999903,3256.60587,-10654.8396,"N","W",2601.0,9367.2041015625,29098,42.806251525878906,0,0,0,-3867.1875,3597.65625,-5906.25,618,-682,440,-64,-167,-1839
3.0739999999997725,3256.60587,-10654.8396,"N","W",2601.0,6594.58203125,43454,42.693748474121094,0,0,0,-1816.40625,2765.625,-2835.9375,550,-844,459,-24,-68,-1701
43.66199999998894,3256.60587,-10654.8396,"N","W",2601.0,4684.9921875,56324,42.474998474121094,0,0,0,-609.375,1558.59375,-750.0,729,-616,894,7,-41,-922
50.440999999973144,3256.60587,-10654.8396,"N","W",2601.0,3780.8349609375,63410,42.29375076293945,0,0,0,-726.5625,1605.46875,-1535.15625,726,-616,896,9,-38,-962
51.62799999997038,3256.60587,-10654.8396,"N","W",2601.0,3593.10400390625,64968,42.25,0,0,0,-316.40625,726.5625,-1429.6875,633,-605,901,-2,-47,-958
52.868999999967485,3256.60587,-10654.8396,"N","W",2601.0,3436.409423828125,66292,42.212501525878906,0,0,0,-421.875,269.53125,-621.09375,519,-872,918,10,-44,-933
53.26299999996657,3256.60587,-10654.8396,"N","W",2601.0,3400.088623046875,66602,42.193748474121094,0,0,0,-609.375,269.53125,-925.78125,525,-894,912,10,-39,-957
53.65699999996565,3256.60587,-10654.8396,"N","W",2601.0,3295.29345703125,67503,42.193748474121094,0,0,0,-515.625,1781.25,-1875.0,559,-916,923,-1,-48,-990
54.4509999999638,3256.60587,-10654.8396,"N","W",2601.0,3186.363037109375,68450,42.16875076293945,0,0,0,-1078.125,656.25,-902.34375,649,-869,908,7,-44,-996
56.031999999960114,3256.60587,-10654.8396,"N","W",2601.0,2994.2880859375,70146,42.131248474121094,0,0,0,-750.0,667.96875,-1031.25,681,-580,895,3,-48,-1013
56.43799999995917,3256.60587,-10654.8396,"N","W",2601.0,2918.33349609375,70826,42.118751525878906,0,0,0,-386.71875,996.09375,-1605.46875,615,-619,903,11,-43,-986
57.6249999999564,3256.60587,-10654.8396,"N","W",2601.0,2746.7255859375,72382,42.07500076293945,0,0,0,-679.6875,-843.75,-1007.8125,520,-843,912,13,-41,-972
58.01899999995548,3256.60587,-10654.8396,"N","W",2601.0,2675.053955078125,73040,42.0625,0,0,0,-328.125,1582.03125,-1722.65625,526,-893,920,-14,-44,-997
61.617999999947095,3256.60587,-10654.8396,"N","W",2601.0,2131.556640625,78189,41.95624923706055,0,0,0,-1476.5625,1769.53125,-1324.21875,613,-630,906,3,-46,-992
