2019
"time_stamp","latitude","longitude","ns_indicator","ew_indicator","utc_time","altitude","pressure","temperature","acceleration_x_uncomp","acceleration_y_uncomp","acceleration_z_uncomp","acceleration_x","acceleration_y","acceleration_z","magnetometer_x","magnetometer_y","magnetometer_z","angular_speed_x","angular_speed_y","angular_speed_z"
9397.129001455696,3256.6061,-10654.83988,"N","W",202541.0,1350.939208984375,86095,42.400001525878906,0,0,0,11.71875,82.03125,925.78125,437,-297,327,2,-1,-3
9399.89700145626,3256.6061,-10654.83988,"N","W",202541.0,1350.939208984375,86095,42.400001525878906,0,0,0,0.0,70.3125,750.0,443,-296,322,1,-1,-4
9401.872001456662,3256.6061,-10654.83988,"N","W",202541.0,1349.80029296875,86107,42.412498474121094,0,0,0,11.71875,46.875,914.0625,442,-294,320,1,-1,-4
9405.476001457397,3256.60595,-10654.83965,"N","W",202548.0,1350.561279296875,86099,42.400001525878906,0,0,0,23.4375,35.15625,949.21875,439,-298,321,2,-1,-4
9406.658001457638,3256.60587,-10654.8396,"N","W",202551.0,1350.939208984375,86095,42.412498474121094,0,0,0,-187.5,93.75,773.4375,434,-296,320,1,-1,-3
9409.043001458123,3256.60587,-10654.8396,"N","W",2553.0,1350.37109375,86101,42.40625,0,0,0,0.0,0.232421875,-570479299526656.0,-23181,-22035,-18449,-15776,16704,-26697
9409.831001458284,3256.60587,-10654.8396,"N","W",2553.0,1351.5098876953125,86089,42.40625,0,0,0,35.15625,93.75,949.21875,439,-296,323,2,-1,-3
9411.033001458529,3256.60587,-10654.8396,"N","W",202556.0,1351.5098876953125,86089,42.40625,0,0,0,140.625,621.09375,9363.28125,426,-290,326,20,2,-5
9411.427001458609,3256.60587,-10654.8396,"N","W",202556.0,1375.097412109375,85841,42.40625,0,0,0,128.90625,1230.46875,17203.125,437,-268,332,10,5,61
9411.82600145869,3256.60587,-10654.8396,"N","W",202556.0,1422.536865234375,85344,42.42499923706055,0,0,0,105.46875,750.0,17519.53125,383,-327,342,4,-8,-151
